群名,群类别,群人数,消息数,稠密度,性别比,平均年龄,年龄差,地域集中度,手机比例,会话数,无回应比例,夜聊比例,图片比例
**虹岛一辈子的游戏,1.0,115.0,54085.0,0.0108314263921,0.834951456311,19.75,5.85850794867,0.133928571429,0.0455024498475,555.0,0.268468468468,0.135322076529,0.0434501248035
**蚪□之家,1.0,116.0,11.0,0.0131934032984,0.15652173913,17.13,3.43119512707,0.145631067961,0.818181818182,6.0,0.666666666667,0.0909090909091,0.0909090909091
**江州通联网,1.0,116.0,1748.0,0.102473763118,0.530434782609,30.1666666667,5.92311854797,0.991304347826,0.0932494279176,141.0,0.404255319149,0.0141322781232,0.0137299771167
**女控@咕嘿嘿,1.0,347.0,81908.0,0.0028318702004,0.862275449102,22.2805970149,4.92257179495,0.16814159292,0.448784001563,464.0,0.168103448276,0.133259157823,0.17961615471
**侠情缘三霹雳上弦月,1.0,103.0,57423.0,0.0868075385494,0.705882352941,25.8181818182,3.79623321112,0.17,0.131724222002,517.0,0.230174081238,0.119954257625,0.0562840673598
**南暖通,1.0,80.0,108.0,0.0208860759494,0.898734177215,29.4583333333,7.62659364038,0.48,0.0925925925926,58.0,0.896551724138,0.194444444444,0.0185185185185
**QQ,1.0,68.0,2.0,0.0739683933275,0.432835820896,18.2258064516,3.09223457587,0.285714285714,1.0,2.0,1.0,0.0,0.0
Fly,1.0,145.0,6662.0,0.00526819923372,0.911111111111,22.3700787402,4.03489337662,0.759689922481,0.103572500751,443.0,0.356659142212,0.253527469228,0.00345241669168
**灬X战队⒈群,1.0,64.0,2.0,0.0250496031746,0.807692307692,24.4,2.37486841741,0.425,0.0,1.0,1.0,0.0,0.0
**巛丿Mr丶忄oC灬,1.0,149.0,23371.0,0.0164610919644,0.790540540541,17.4558823529,3.69790808721,0.225352112676,0.413247186684,564.0,0.33865248227,0.189995071464,0.178083950195
QQ飞车娱乐↑☆Club,1.0,54.0,1.0,0.012928022362,0.884615384615,19.7959183673,4.03039265741,0.244897959184,1.0,1.0,1.0,0.0,0.0
**瑰の领域,1.0,84.0,2.0,0.031124497992,0.72,25.1666666667,2.92783575739,0.3125,0.5,2.0,1.0,0.0,0.0
**他命▍福建地區總群,1.0,54.0,2.0,0.0125786163522,0.214285714286,18.962962963,5.76375315919,0.344827586207,0.5,1.0,1.0,1.0,0.0
**萌裁决撸撸群,1.0,310.0,80482.0,0.00689007203257,0.911184210526,19.5604026846,5.03724808742,0.125,0.443676846997,647.0,0.258114374034,0.202176289377,0.0425809497776
**弟逆天,1.0,94.0,46825.0,0.0179592770533,0.89247311828,21.2747252747,6.29506336161,0.870967741935,0.146438868126,535.0,0.228037383178,0.24740280604,0.125189535505
**山党校2006届,1.0,54.0,70.0,0.0307477288609,0.510204081633,33.9565217391,7.89594425815,0.957446808511,0.0,15.0,0.733333333333,0.0142857142857,0.114285714286
**零号边境】乐斗群,1.0,53.0,19857.0,0.118287373004,0.862745098039,18.4230769231,4.58402809868,0.0943396226415,0.918869919927,299.0,0.327759197324,0.168230901201,0.0152087425089
**猪们的窝,1.0,55.0,249.0,0.609764309764,0.685185185185,21.2884615385,2.1334022887,0.269230769231,0.377510040161,8.0,0.75,0.184738955823,0.0
"somnus\""杨幂ヽfans",1.0,304.0,2257.0,0.00430997047073,0.16,14.6882591093,5.30563673651,0.0952380952381,0.479840496234,156.0,0.416666666667,0.420701910262,0.0252547629597
**物＼YY(65793437),1.0,96.0,32844.0,0.0309210526316,0.822916666667,22.3186813187,4.62643888132,0.612903225806,0.159633418585,673.0,0.205052005944,0.202301580053,0.16170381196
Mr娱乐王朝,1.0,59.0,12.0,0.0242548217417,0.966101694915,20.2,7.77735640994,0.160714285714,0.583333333333,7.0,0.571428571429,0.615384615385,0.0
**宫LOL,1.0,60.0,109.0,0.0110169491525,0.966101694915,21.7037037037,3.54667099848,0.842105263158,0.43119266055,35.0,0.685714285714,0.122641509434,0.0
China网游俱乐部,1.0,56.0,197.0,0.0785714285714,0.8,23.8461538462,3.47177972197,0.259259259259,0.654822335025,33.0,0.69696969697,0.583756345178,0.0659898477157
**夏NO.1后援会,1.0,57.0,1.0,0.0488721804511,0.218181818182,21.78,4.8919934587,0.803921568627,1.0,1.0,1.0,1.0,0.0
**雕OL招募群YY3496,1.0,106.0,36.0,0.0109613656783,0.838383838384,24.6235294118,3.01750372323,0.144444444444,0.333333333333,8.0,0.875,0.166666666667,0.0
**们是最好的,1.0,65.0,297.0,0.0677884615385,0.888888888889,24.6885245902,4.79938856627,0.229508196721,0.292929292929,79.0,0.683544303797,0.218855218855,0.003367003367
**神一家亲,1.0,56.0,76.0,0.0227272727273,0.720930232558,28.1290322581,7.87704683275,0.181818181818,0.0,10.0,0.9,0.0,0.0
**MJ永恒联盟』待批,1.0,66.0,1.0,0.0291375291375,0.610169491525,18.8888888889,5.95870563457,0.232142857143,0.0,1.0,1.0,0.0,0.0
**子的眼睛,1.0,72.0,2.0,0.00352112676056,0.897435897436,23.1944444444,3.31511223578,0.166666666667,1.0,1.0,1.0,0.0,0.0
**﹎Really、愛ヽ团群,1.0,65.0,3.0,0.0127403846154,0.5,18.9245283019,4.36473456196,0.127272727273,1.0,3.0,1.0,0.0,0.0
**暗★至尊,1.0,87.0,1337.0,0.0271317829457,0.906976744186,20.425,4.08587505927,0.7,0.124906507105,164.0,0.512195121951,0.161676646707,0.139865370232
謝語恩粉絲羣,1.0,53.0,94.0,0.0457184325109,0.134615384615,16.9333333333,8.1059648819,0.163265306122,0.148936170213,31.0,0.645161290323,0.436170212766,0.0106382978723
**起开心玩传奇,1.0,114.0,546.0,0.00659835429281,0.546875,26.62,7.68606531328,0.25,0.021978021978,251.0,0.916334661355,0.178637200737,0.0
**度教师群,1.0,252.0,879.0,0.00164421678366,0.457489878543,24.8940092166,7.45201615374,0.0888888888889,0.433447098976,123.0,0.536585365854,0.377252252252,0.0182025028441
**都富士康菁干班,1.0,89.0,4.0,0.0151940755873,0.753086419753,25.0,2.52114346747,0.767123287671,0.25,4.0,1.0,0.0,0.0
**京演员公会,1.0,358.0,2165.0,0.00449118194764,0.745042492918,25.1138461538,5.74985958151,0.648414985591,0.278521939954,610.0,0.65737704918,0.165254237288,0.00739030023095
**级大解放，老友照旧,1.0,85.0,17.0,0.27675070028,0.524390243902,21.3048780488,2.89106708458,0.975609756098,0.117647058824,3.0,0.666666666667,0.0,0.0
**桑医疗群,1.0,89.0,63.0,0.0563074565884,0.709302325581,31.5131578947,8.57397135314,0.924050632911,0.031746031746,25.0,0.84,0.206349206349,0.015873015873
**60-不死的青春,1.0,66.0,44.0,0.357342657343,0.5,22.1833333333,0.826471751214,0.666666666667,0.613636363636,23.0,0.869565217391,0.1,0.0227272727273
Top，lol祖安群,1.0,125.0,12550.0,0.00916129032258,0.951612903226,18.3606557377,4.55758343677,0.136,0.422709163347,596.0,0.364093959732,0.291497330465,0.02796812749
**深聊天交流群,1.0,106.0,166.0,0.0455525606469,0.854368932039,29.9204545455,5.766717971,0.579545454545,0.180722891566,23.0,0.608695652174,0.0481927710843,0.0421686746988
2.18班,1.0,65.0,47.0,0.460576923077,0.553846153846,21.0153846154,1.10233748416,0.707692307692,0.404255319149,1.0,0.0,0.0,0.0212765957447
**分天空,1.0,61.0,70.0,0.0871584699454,0.51724137931,25.307692307700002,4.03131235331,0.666666666667,0.371428571429,21.0,0.714285714286,0.130434782609,0.0
Phantom,1.0,96.0,123.0,0.0651315789474,0.909090909091,24.4352941176,3.59884641263,0.470588235294,0.252032520325,28.0,0.714285714286,0.0162601626016,0.0325203252033
**晵嚸鈅喨灬职业交流,1.0,128.0,79.0,0.00688976377953,0.900900900901,26.5333333333,5.51891408688,0.570093457944,0.658227848101,54.0,0.925925925926,0.345679012346,0.0
**度战队-疯狂赛车,1.0,229.0,88.0,0.00375392630047,0.75,22.2476190476,5.77643975437,0.158878504673,0.306818181818,26.0,0.769230769231,0.189873417722,0.0340909090909
**儭¤傻蕏…②↓,1.0,205.0,26.0,0.0044237207078,0.551724137931,25.234375,6.6491122234,0.318181818182,0.692307692308,12.0,1.0,0.235294117647,0.0
**戏交流群,1.0,284.0,312.0,0.0128402926392,0.844357976654,24.3034825871,6.75384083178,0.121951219512,0.0,10.0,0.7,0.00961538461538,0.0192307692308
**魂＞工会交流群,1.0,72.0,400.0,0.0661189358372,0.942857142857,22.2647058824,5.00475552397,0.691176470588,0.3475,86.0,0.639534883721,0.1775,0.1825
**境↗之颠↗(豬群）,1.0,133.0,24730.0,0.0186261107314,0.898305084746,22.2222222222,5.82035593498,0.703703703704,0.0528912252325,577.0,0.305025996534,0.291717220739,0.0771128184391
**石林业局工会,1.0,100.0,151.0,0.0934343434343,0.418367346939,37.9892473118,8.31049941392,0.947368421053,0.0860927152318,63.0,0.634920634921,0.0927152317881,0.00662251655629
**由,1.0,90.0,9.0,0.0106117353308,0.428571428571,26.6176470588,4.70928186034,0.285714285714,0.888888888889,3.0,1.0,0.0,0.0
FXTZ娱乐群-演剧部,1.0,66.0,682.0,0.0358974358974,0.878787878788,23.5573770492,5.59134163836,0.147540983607,0.856304985337,63.0,0.365079365079,0.0717423133236,0.0571847507331
**夫英雄,1.0,67.0,6256.0,0.0300768882858,0.939393939394,25.0158730159,6.23225624382,0.261538461538,0.0335677749361,274.0,0.441605839416,0.0605915267786,0.00735294117647
**精の尾巴,1.0,55.0,23021.0,0.0390572390572,0.945454545455,19.7636363636,3.84217569218,0.509090909091,0.209808435776,517.0,0.26499032882,0.189566048391,0.0252378263325
**通空调,1.0,77.0,27.0,0.00615174299385,0.647887323944,28.6,7.70501607573,0.177419354839,0.148148148148,15.0,0.8,0.259259259259,0.0
**年お那月,1.0,66.0,3.0,0.258508158508,0.618181818182,19.58,2.45022447951,0.54,0.666666666667,3.0,1.0,0.0,0.0
**南零售湖南商业,1.0,278.0,194.0,0.00663584655741,0.811320754717,28.9341563786,5.19296235622,0.61568627451,0.0515463917526,107.0,0.81308411215,0.0567010309278,0.0979381443299
**河区乐意居,1.0,99.0,4.0,0.00484436198722,0.546511627907,30.5862068966,6.90585579295,0.725806451613,0.0,3.0,0.666666666667,0.0,0.0
**男＿宅女,1.0,62.0,1965.0,0.0195663670016,0.883333333333,21.45,6.81524027456,0.583333333333,0.464122137405,328.0,0.521341463415,0.288843606724,0.0417302798982
ANSYSWorkbench交流群,1.0,500.0,1977.0,0.00226853707415,0.914807302231,26.0,3.54470710406,0.12016293279,0.0753667172484,292.0,0.544520547945,0.203441295547,0.00404653515427
**版家族官方审核群,1.0,74.0,7.0,0.0360977415772,0.521739130435,22.2452830189,3.33594296803,0.264150943396,0.714285714286,4.0,1.0,0.25,0.0
-,1.0,155.0,1874.0,0.0364893171345,0.526315789474,17.9927007299,4.17237412569,0.233333333333,0.852721451441,89.0,0.483146067416,0.510706638116,0.0192102454642
**人,1.0,64.0,2.0,0.0374503968254,0.924528301887,22.6470588235,8.66325014727,0.574074074074,1.0,2.0,1.0,0.0,0.0
**群,1.0,65.0,2.0,0.0230769230769,0.603773584906,22.4594594595,4.43325635058,0.342105263158,0.5,2.0,1.0,0.5,0.0
**尼夫妇§粉丝专区□,1.0,500.0,1410.0,0.00216833667335,0.0745967741935,16.4968287526,4.79081336431,0.101871101871,0.568794326241,179.0,0.463687150838,0.238396624473,0.00709219858156
**视ん家族,1.0,77.0,20068.0,0.0158920027341,0.947368421053,19.9014084507,5.79255211354,0.794520547945,0.315228224038,463.0,0.341252699784,0.296728505885,0.0315925852103
**迪灬战盟,1.0,67.0,1735.0,0.0180913613749,0.909090909091,21.4901960784,4.17918534617,0.181818181818,0.0812680115274,113.0,0.513274336283,0.390201729107,0.00172910662824
**乔易全国后援会,1.0,78.0,700.0,0.0308025308025,0.173333333333,16.9253731343,3.62953651429,0.957142857143,0.734285714286,79.0,0.417721518987,0.157223796034,0.0157142857143
**◥◣娱乐皇朝◢◤,1.0,102.0,2885.0,0.0583381867599,0.494845360825,23.0705882353,4.52129142221,0.393258426966,0.881802426343,203.0,0.472906403941,0.150365471632,0.0107452339688
**国黑客,1.0,480.0,2286.0,0.00524095337509,0.769736842105,18.8611825193,5.95710973898,0.132211538462,0.0971128608924,332.0,0.614457831325,0.311533362793,0.00524934383202
**惡家族,1.0,103.0,116.0,0.0242718446602,0.838383838384,25.5494505495,3.60787824246,0.184782608696,0.224137931034,30.0,0.6,0.0689655172414,0.0431034482759
**风之语成就团,1.0,51.0,6.0,0.0650980392157,0.901960784314,27.5454545455,4.64393321469,0.30612244898,0.0,2.0,0.5,0.0,0.333333333333
**界内部交流群,1.0,124.0,6133.0,0.00439286650931,0.975609756098,20.9401709402,3.52594922248,0.633333333333,0.0914723626284,379.0,0.511873350923,0.30485816759,0.00619598891244
1辈籽de~兄弟姐妹,1.0,55.0,1041.0,0.423232323232,0.792452830189,20.9215686275,3.22273259557,0.981132075472,0.243035542747,152.0,0.447368421053,0.170028818444,0.030739673391
**卜懂硪芯＆,1.0,63.0,4.0,0.0634920634921,0.45,21.3469387755,2.2365335825,0.52,1.0,3.0,1.0,0.0,0.25
178DotA2官方讨论群①,1.0,821.0,39529.0,0.000818454591367,0.963704630788,22.7954830615,5.22992832046,0.0765432098765,0.194920185181,804.0,0.292288557214,0.181379240609,0.0151787295403
**居装修学院,1.0,81.0,42.0,0.0197530864198,0.513513513514,28.8169014085,5.68494393832,0.890410958904,0.833333333333,14.0,0.928571428571,0.375,0.0
**艺妖精,1.0,71.0,10.0,0.0120724346076,0.106382978723,18.2682926829,4.36742034841,0.119047619048,0.4,7.0,0.857142857143,0.1,0.0
**肆的青春,1.0,63.0,1.0,0.0599078341014,0.625,23.2830188679,5.45782235408,0.185185185185,0.0,1.0,1.0,0.0,0.0
**袭寡妇村,1.0,52.0,1.0,0.138763197587,0.647058823529,17.6470588235,5.7114385723,0.803921568627,1.0,1.0,1.0,0.0,1.0
**—寒楼听雪——,1.0,53.0,10471.0,0.0457184325109,0.528301886792,21.4,3.4292856399,0.235294117647,0.35421640722,393.0,0.330788804071,0.221638655462,0.0353356890459
**世皇妃&后宫争宠,1.0,92.0,2815.0,0.0434782608696,0.318181818182,14.024691358,4.21922498483,0.469135802469,0.283836589698,176.0,0.409090909091,0.461182336182,0.017406749556
**度恩吧—湖南分群,1.0,91.0,1013.0,0.0235653235653,0.307692307692,21.1818181818,6.72604411385,0.730337078652,0.581441263574,65.0,0.353846153846,0.071076011846,0.0483711747285
**五(_王者再现,1.0,56.0,3033.0,0.580844155844,0.535714285714,19.1568627451,0.637782586953,0.865384615385,0.922848664688,102.0,0.352941176471,0.183010823221,0.0517639301022
**.带.劲,1.0,88.0,19.0,0.0118861024033,0.492063492063,21.5263157895,6.37182742015,0.368421052632,0.684210526316,10.0,1.0,0.105263157895,0.0
**蜂,1.0,66.0,24.0,0.0459207459207,0.338461538462,15.3333333333,4.72890823546,0.229508196721,0.791666666667,9.0,0.777777777778,0.0416666666667,0.0
**度-叛逆连队[BC2]吧,1.0,196.0,751.0,0.00960230245945,0.953608247423,20.0585106383,5.83840749153,0.190476190476,0.37017310253,137.0,0.620437956204,0.178666666667,0.1344873502
**资交流群（10）,1.0,427.0,10206.0,0.000483776978813,0.87619047619,26.5038167939,5.50693393005,0.109725685786,0.0154810895552,190.0,0.263157894737,0.196922172123,0.0887713109935
OPiece公会QQ西游玉女峰,1.0,51.0,5.0,0.0219607843137,0.836734693878,22.7333333333,3.63562618785,0.155555555556,0.2,2.0,1.0,0.0,0.0
SoloFeng粉丝交流群,1.0,2000.0,348942.0,0.00049899949975,0.802040816327,20.7443064182,5.28159855708,0.135270541082,0.166961844662,238.0,0.0672268907563,0.172037742228,0.0909119567149
**血〃孼嬰,1.0,54.0,329.0,0.0206149545772,0.904761904762,22.0789473684,4.99674409226,0.605263157895,0.0151975683891,34.0,0.558823529412,0.0425531914894,0.100303951368
**忆跟你告白了吗,1.0,77.0,9564.0,0.0524606971975,0.493333333333,20.1,4.27668095607,0.189189189189,0.502613969051,395.0,0.303797468354,0.108311552535,0.176181514011
**腾2,1.0,213.0,44.0,0.00186021791124,0.578680203046,26.0652173913,6.60062197524,0.222222222222,0.0681818181818,19.0,0.894736842105,0.0454545454545,0.0681818181818
LOL□,1.0,59.0,8149.0,0.0374050263004,0.859649122807,17.2807017544,2.39703315133,0.203389830508,0.825500061357,220.0,0.304545454545,0.20787343635,0.0207387409498
↘★戀★丹阳ゞ,1.0,80.0,30.0,0.0587025316456,0.492957746479,19.0158730159,5.44377338638,0.863636363636,0.0,4.0,0.75,0.129032258065,0.0
~宝蓝ELF□守护SJ~,1.0,382.0,1480.0,0.0103269159418,0.11170212766,16.7028571429,4.44107359699,0.0932203389831,0.448648648649,156.0,0.474358974359,0.208277703605,0.0425675675676
LOL淄博比赛群,1.0,314.0,2656.0,0.00766162674752,0.944078947368,22.4349315068,4.75846890976,0.895973154362,0.475903614458,265.0,0.437735849057,0.145434047351,0.0124246987952
**网娱乐群,1.0,89.0,359.0,0.0274514811032,0.420454545455,29.2727272727,8.09623347354,0.919540229885,0.075208913649,78.0,0.564102564103,0.114206128134,0.0111420612813
**车-听语轩,1.0,140.0,538.0,0.0210174717369,0.654135338346,32.1290322581,6.9918936264,0.875968992248,0.102230483271,65.0,0.476923076923,0.0383912248629,0.0204460966543
**野论剑,1.0,71.0,31.0,0.030583501006,0.871428571429,22.0735294118,2.55709035286,0.720588235294,0.516129032258,11.0,0.636363636364,0.0645161290323,0.0
**血传奇Q群聊天,1.0,72.0,1428.0,0.0465571205008,0.736111111111,28.9846153846,5.86644252755,0.271428571429,0.580532212885,126.0,0.452380952381,0.139160839161,0.0539215686275
fable,1.0,56.0,465.0,0.0681818181818,0.803571428571,22.1698113208,3.6535630015,0.472727272727,0.335483870968,59.0,0.457627118644,0.0838709677419,0.0430107526882
**开社,1.0,99.0,6.0,0.0345289631004,0.537634408602,20.0106382979,1.03651093179,0.925531914894,1.0,1.0,1.0,1.0,0.0
**尊新人群ID:217,1.0,59.0,5526.0,0.0555230859147,0.947368421053,25.6181818182,3.03609144126,0.135593220339,0.189829895042,354.0,0.418079096045,0.390407239819,0.0182772348896
**悄中文网一群,1.0,955.0,55659.0,0.00275061191785,0.603053435115,17.9591836735,4.43707971881,0.15538290788,0.547907795684,639.0,0.292644757433,0.23071944774,0.0138342406439
**狼De葬爱总门,1.0,141.0,109.0,0.00704154002026,0.721739130435,24.0104166667,5.22114050373,0.28,0.385321100917,36.0,0.861111111111,0.27358490566,0.0733944954128
**游游戏海,1.0,82.0,214.0,0.00752785305631,0.333333333333,32.0657894737,11.0956790147,0.1125,0.00934579439252,41.0,0.536585365854,0.430555555556,0.0607476635514
**业招商1群,1.0,336.0,98.0,0.00628109452736,0.647975077882,31.9786096257,9.28339165573,0.17,0.0102040816327,62.0,0.967741935484,0.360824742268,0.0102040816327
LED贸易网北京群@,1.0,173.0,787.0,0.00645248017207,0.775147928994,26.654676259,5.58481011601,0.657718120805,0.0571791613723,401.0,0.68578553616,0.0902160101652,0.114358322745
**破乾坤22区,1.0,155.0,2566.0,0.00971931294512,0.954248366013,24.2631578947,5.29614661571,0.122580645161,0.0689789555729,137.0,0.430656934307,0.325790089739,0.00584567420109
**┏□安ē□┓家族、,1.0,60.0,8.0,0.00790960451977,0.8,22.7179487179,6.16420069037,0.121951219512,0.375,6.0,0.833333333333,0.625,0.0
**℡快乐の一族〤,1.0,329.0,13185.0,0.00357698865742,0.390092879257,18.9545454545,4.25462454139,0.214057507987,0.230489192264,336.0,0.404761904762,0.271230173788,0.00978384527873
**宫争斗*深宫怨,1.0,91.0,368.0,0.0433455433455,0.188888888889,15.4146341463,10.5309662072,0.10843373494,0.114130434783,44.0,0.5,0.300546448087,0.0108695652174
**轻的聊群,1.0,86.0,489.0,0.299316005472,0.494117647059,26.9759036145,2.71974442285,0.988235294118,0.286298568507,101.0,0.475247524752,0.0777096114519,0.0429447852761
**缘—轩,1.0,69.0,432.0,0.037084398977,0.880597014925,21.1016949153,4.64938456016,0.403225806452,0.273148148148,82.0,0.670731707317,0.515081206497,0.025462962963
@乐斗讨论群@,1.0,54.0,68.0,0.0496156533892,0.74,17.42,4.24306492998,0.134615384615,0.323529411765,39.0,0.974358974359,0.276923076923,0.0
**幂」『粉丝』小屋,1.0,117.0,83.0,0.00987326849396,0.184210526316,17.7878787879,5.88487657204,0.405940594059,0.650602409639,41.0,0.878048780488,0.204819277108,0.0120481927711
**吉家粉丝麻麻互动群,1.0,163.0,59.0,0.0243883965765,0.129032258065,30.6164383562,5.85236197952,0.2,0.0,28.0,0.785714285714,0.101694915254,0.0338983050847
**妖精のFairy＂,1.0,100.0,34014.0,0.0359595959596,0.888888888889,20.8041237113,3.4301248069,0.887755102041,0.0938437114129,598.0,0.242474916388,0.150501278923,0.261127770918
**舞全区技术交流1,1.0,56.0,130.0,0.0217532467532,0.436363636364,18.52,4.15326377684,0.166666666667,0.646153846154,43.0,0.790697674419,0.358778625954,0.0692307692308
**妖精的尾巴,1.0,63.0,13158.0,0.0663082437276,0.516129032258,15.1481481481,5.30341402064,0.133333333333,0.34116127071,275.0,0.36,0.387018317246,0.0582915336677
**。。。。。,1.0,59.0,8.0,0.0987726475745,0.535714285714,20.875,3.11331147387,0.612244897959,0.0,3.0,0.333333333333,0.0,0.125
